59.48467000,24.87524000,29.0
59.48388000,24.87616000,32.0
59.48334000,24.87620000,32.0
59.48276000,24.87451000,34.0
59.48289000,24.87352000,41.0
59.48264000,24.87114000,42.0
59.48122000,24.86693000,36.0
59.48156000,24.86311000,31.0
59.46544000,24.85238000,30.0
59.46411000,24.85472000,30.0
59.46326000,24.85580000,18.0
59.46285000,24.85674000,23.0
59.46169000,24.85765000,27.0
59.46086000,24.85649000,9.0
59.46100000,24.85501000,6.0
59.46072000,24.85399000,9.0
59.46046000,24.85380000,11.0
59.46031000,24.85392000,14.0
59.46011000,24.85371000,20.0
59.45937000,24.85227000,30.0
59.45790000,24.85156000,29.0
59.45459000,24.85091000,27.0
59.45520000,24.83742000,22.0
59.45408000,24.83722000,28.0
59.45509000,24.81618000,23.0
59.45358000,24.81325000,21.0
59.45428000,24.81224000,18.0
59.45436000,24.81126000,15.0
59.45342000,24.80948000,15.0
59.45261000,24.80891000,17.0
59.45221000,24.80842000,13.0
59.45112000,24.80776000,12.0
59.45080000,24.80731000,11.0
59.45011000,24.80679000,11.0
59.44845000,24.80452000,9.0
59.44846000,24.80470000,9.0
59.44886000,24.80348000,4.0
59.44683000,24.80026000,1.0
59.44422000,24.79473000,7.0
59.44353000,24.79409000,10.0
59.44343000,24.79366000,10.0
59.44320000,24.79386000,11.0
59.44301000,24.79373000,12.0
59.44176000,24.78385000,11.0
59.44130000,24.78141000,9.0
59.44074000,24.77645000,5.0
59.44070000,24.77469000,7.0
59.44027000,24.77248000,8.0
59.44284000,24.76862000,7.0
59.44294000,24.76781000,8.0
59.44273000,24.76619000,8.0
59.44296000,24.76604000,8.0
59.44230000,24.76250000,6.0
59.44239000,24.76238000,6.0
59.44123000,24.75838000,10.0
59.44101000,24.75812000,9.0
59.44089000,24.75543000,9.0
59.44118000,24.75400000,10.0
59.44073000,24.75384000,10.0
59.44064000,24.75317000,10.0
59.44020000,24.75246000,14.0
59.43927000,24.75177000,15.0
59.43898000,24.75120000,15.0
59.43879000,24.74995000,15.0
59.43931000,24.74985000,16.0
59.43927000,24.74871000,20.0
59.43869000,24.74854000,19.0
59.43815000,24.74792000,22.0
59.43802000,24.74856000,20.0
